3 servos
rc 0, 700, 1900, 1270, -90.00,  90.00,   0.00
rc 1, 700, 1950, 1154, -20.00, 120.00,   0.00
rc 2, 700, 1950, 1350,  70.00, -60.00,   0.00
3 servos
rc 4, 700, 1900, 1265, -90.00,  90.00,   0.00
rc 5, 700, 1950, 1394, -20.00, 120.00,   0.00
rc 6, 1039, 2048, 1953,   0.00, -60.00,   0.00
